tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
7227	Drosophila melanogaster	38872	0	live	Clk	Dmel_CG7391, CG7391, CLK, CLOCK, Dmel\CG7391, Jerk, Jrk, PAS1, bHLHe10, clk, clock, dCLK, dCLK/JRK, dCLOCK, dClck, dClk, dClock, dclk, jrk	Clock	clock|CG7391-PA|CG7391-PD|CG7391-PF|CG7391-PG|CG7391-PH|CLOCK|Clk-PA|Clk-PD|Clk-PF|Clk-PG|Clk-PH|dClock	3-21 cM	3L	NT_037436.4	7763233	7775603	minus	9
7227	Drosophila melanogaster	31251	0	live	per	Dmel_CG2647, CG2647, Clk, Dmel\CG2647, EG:155E2.4, PER, Per, Per-2, clk-6, dPER, dPer, dmper, dper, mel_per	period	period|CG2647-PA|CG2647-PB|PERIOD|clock|clock-6|dperiod|per-PA|per-PB|period clock protein	1-1.5 cM	X	NC_004354.4	2685580	2692780	plus	9
7213	Ceratitis capitata	101449499	0	live	LOC101449499	Clock	protein similar	protein similar|Circadian locomoter output cycles protein kaput|clock circadian regulator		Un	NW_019376340.1	45909	60241	plus	2
7200	Lutzomyia longipalpis	129793022	0	live	LOC129793022	Clk, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput|putative aryl-hydrocarbon receptor nuclear translocator		3	NC_074709.1	25970002	26039849	plus	11
13037	Danaus plexippus	116777439	0	live	LOC116777439	clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		Z	NC_083559.1	3278866	3291659	minus	13
13686	Solenopsis invicta	105208035	0	live	LOC105208035	SINV_15710, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		1	NC_052664.1	11837581	11848591	plus	12
133901	Frankliniella occidentalis	127748805	0	live	LOC127748805	FOCC_FOCC002430, clock	circadian locomoter output cycles protein kaput-like	circadian locomoter output cycles protein kaput-like		Un	NW_026267144.1	2809371	2812093	plus	10
29058	Helicoverpa armigera	110378229	0	live	LOC110378229	B5X24_HaOG205363, HaOG205363, HaOG216091, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		1	NC_087120.1	9590134	9618875	plus	14
7539	Leptinotarsa decemlineata	111507915	0	live	LOC111507915	clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		Un	NW_019290518.1	149986	154128	minus	4
133901	Frankliniella occidentalis	113214208	0	live	LOC113214208	FOCC_FOCC002429, clock	circadian locomoter output cycles protein kaput-like	circadian locomoter output cycles protein kaput-like		Un	NW_026267144.1	2803711	2807083	plus	7
139047	Anopheles bellator	131216127	0	live	LOC131216127	clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		1	NC_071285.1	36572527	36584556	plus	7
68878	Anopheles cruzii	128267501	0	live	LOC128267501	Clk, Clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		2	NC_069144.1	49012792	49016966	minus	6
217634	Anoplophora glabripennis	108910082	0	live	LOC108910082	CLOCK	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		Un	NW_019416566.1	56764	123103	plus	11
28588	Zeugodacus cucurbitae	105221007	0	live	LOC105221007	clk, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		4	NC_071669.1	46971374	47011587	minus	10
7227	Drosophila melanogaster	32057	0	live	Dlic	Dmel_CG1938, CG1938, D-LIC, DLIC, DLIC22, Dmel\CG1938, dlic, dlic2, l(1)G0065, l(1)G0190, Dlic	Dynein light intermediate chain	dynein light intermediate chain|CG1938-PA|CG1938-PB|CG1938-PD|Dlic-PA|Dlic-PB|Dlic-PD|Dlic2|DyneinLC|dandelion clock|dynein light interme- diate chain|dynein light intermediate chain 2	1-33 cM	X	NC_004354.4	11154421	11164670	plus	9
7227	Drosophila melanogaster	43177	0	live	Cipc	Dmel_CG31324, BcDNA:RH68619, CG14555, CG14557, CG31324, Dmel\CG31324	Clock interacting protein circadian	clock interacting protein circadian|CG31324-PA|CG31324-PB|CG31324-PC|Cipc-PA|Cipc-PB|Cipc-PC	3-90 cM	3R	NT_033777.3	26106868	26130674	plus	6
7227	Drosophila melanogaster	33571	0	live	tim	Dmel_CG3234, CG3234, Dmel\CG3234, Ritsu, TIM, Tim, Tim-1, dTIM, dTim, dtim, mel_tim, rit, s-tim1, tim	timeless	timeless|CG3234-PB|CG3234-PL|CG3234-PM|CG3234-PN|CG3234-PO|CG3234-PP|CG3234-PR|CG3234-PS|CG3234-PT|CG3234-PU|TIMELESS|bruchpilot|dtimeless|ritsu|tim-PB|tim-PL|tim-PM|tim-PN|tim-PO|tim-PP|tim-PR|tim-PS|tim-PT|tim-PU|timeless1	2-10 cM	2L	NT_033779.5	3493986	3508119	minus	17
7227	Drosophila melanogaster	42305	0	live	cry	Dmel_CG3772, CG3772, CRY, CRYPTOCHROME, Cry, DCry, Dm-CRY1, DmCRY, DmCRY1, DmCry, DmCry1, Dmcry, Dmel\CG3772, anon-WO0140519.17, anon-WO0140519.19, anon-WO0140519.20, anon-WO0172774.151, cryb, dCRY, dCry, dcry, cry	cryptochrome	cryptochrome|Blue-light receptor|CG3772-PA|cry-PA|crybaby|crypochrome	3-66 cM	3R	NT_033777.3	19212154	19215442	plus	4
7227	Drosophila melanogaster	31293	0	live	N	Dmel_CG3936, 1.1, 16-178, 16-55, Ax, CG3936, CT13012, Chp, Co, Dmel\CG3936, EG:140G11.1, EG:163A10.2ECD, NICD, Nicd, RICN, anon-EST:Liang-1.12, clone 1.12, co, dNotch, fa, l(1)3Cb, l(1)Ax, l(1)N, n[fah], nd, notch, shd, spl, swb, N	Notch	notch|CG3936-PA|CG3936-PB|N-PA|N-PB|NICD|abruptex|chopped|confluens|dNotch|facet|notchoid|split|strawberry	1-2 cM	X	NC_004354.4	3134870	3172221	plus	9
7227	Drosophila melanogaster	43193	0	live	Pdf	Dmel_CG6496, BcDNA:RH08487, CG6496, Dmel\CG6496, Drm-PDF, Drm-PDH, Drm-pdf, PAP, PDF, PDF C7, PDH, anon-WO0140519.261, anon-WO0140519.3, cPDH, pdf	Pigment-dispersing factor	Pigment-dispersing factor|CG6496-PA|PDF-associated peptide|PDF-precursor PDF-associated peptide|PIGMENT DISPERSING FACTOR|Pdf-PA|Pigment-dispersing hormone-like peptide|pigment dispersing hormone|pigment dispersion factor|pigment-dispersing hormone	3-91 cM	3R	NT_033777.3	26455462	26456141	minus	1
7227	Drosophila melanogaster	31376	0	live	norpA	Dmel_CG3620, CG3620, CdkA, DIP2, Dmel\CG3620, MRE18, NORPA, NorpA, PI-PLC, PLC, PLC-beta, PLCbeta, anon-EST:Posey221, nofC, rof, x12, x13, x16, x24	no receptor potential A	no receptor potential A|CG3620-PA|CG3620-PB|CG3620-PC|CG3620-PD|CG3620-PE|CG3620-PF|No receptor potential A|eye-specific PLC|mRNA-like ncRNA in embryogenesis 18|no receptor potential|no receptor potentials A|no-receptor potential A|no-receptor-potential A|no-receptor-potential-A|norp A|norpA-PA|norpA-PB|norpA-PC|norpA-PD|norpA-PE|norpA-PF|phospholipase C|phospholipase C-beta|phospholipase C[[beta]]|phospholipase cbeta|phospholipase-C	1-8 cM	X	NC_004354.4	4322626	4365408	plus	19
7029	Acyrthosiphon pisum	100163752	0	live	clk		clock	clock|clock A|clock B|clock D		A3	NC_042496.1	2412543	2418808	plus	17
7460	Apis mellifera	406112	0	live	Per	GB19264, GB52077	period circadian protein	period circadian protein|period clock protein		LG12	NC_037649.1	10032689	10051762	minus	17
7227	Drosophila melanogaster	40009	0	live	hid	Dmel_CG5123, CG5123, Dmel\CG5123, HID, Hid, Hid1, W1, his, l(3)05014, hid	head involution defective	head involution defective|CG5123-PA|CG5123-PB|head involuted|head involuted defective|head involution defect|head involution defective 1|head-involution defective|head-involution-defective|hid-PA|hid-PB|wrinkled|wrinkler	3-45 cM	3L	NT_037436.4	18167745	18185641	minus	4
7070	Tribolium castaneum	655469	0	live	Clk	TcasGA2_TC000088	clock	clock|AUGUSTUS-3.0.2_00088|GLEAN_00088		LG3	NC_007418.3	11394086	11408871	minus	12
