tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
7227	Drosophila melanogaster	31248	0	live	sgg	Dmel_CG2621, CG2621, DMSGG3, DMZ3K25Z, Dm Zw3, Dmel\CG2621, Dmsgg3, EG:155E2.3, EG:BACR7C10.8, GSK, GSK-3, GSK-3B, GSK-3beta, GSK3, GSK3-beta, GSK3A, GSK3Beta, GSK3beta, GSK3beta/SGG, GSK3betagr, GSKbeta, Gsk-3, Gsk-3beta, Gsk3, Gsk3-beta, Gsk3beta, SGG, SGG/GSK3b, SHAGGY, Sgg, Sgg/Zw3/GSK3, Shaggy, ZW-3, ZW3, Zw-3, Zw3, Zw3-sh, Zw3/GSK3, Zw3[sgg], anon-WO03040301.254, gsk3, l(1)3Ba, l(1)G0055, l(1)G0183, l(1)G0263, l(1)G0335, l(1)zw3, sgG4-1, sgg-zw3, sgg/GSK3, sgg/zw3, sgg10, sgg39, sgg46, zw-3, zw3, zw3(sgg), zw3/GSK3beta, zw3/sgg, zw3[sgg], zw[3], sgg	shaggy	shaggy|CG2621-PA|CG2621-PB|CG2621-PC|CG2621-PD|CG2621-PE|CG2621-PF|CG2621-PG|CG2621-PH|CG2621-PI|CG2621-PJ|CG2621-PK|CG2621-PM|CG2621-PN|CG2621-PO|CG2621-PP|CG2621-PQ|CG2621-PR|CG2621-PS|CG2621-PT|GSK-3 kinase|GSK3betagr|Shaggy/Glycogen synthase kinase 3|Shaggy/Zeste-white-3/Glycogen synthase kinase 3beta|Zeste-white3|Zw3 kinase|glycogen synthase Kinase-3|glycogen synthase kinase 3|glycogen synthase kinase 3Beta|glycogen synthase kinase-3beta|saggy|sgg-PA|sgg-PB|sgg-PC|sgg-PD|sgg-PE|sgg-PF|sgg-PG|sgg-PH|sgg-PI|sgg-PJ|sgg-PK|sgg-PM|sgg-PN|sgg-PO|sgg-PP|sgg-PQ|sgg-PR|sgg-PS|sgg-PT|shaggy-zeste white 3|shaggy/zeste-white 3|zest-white 3|zeste white 3|zeste white-3|zeste white3|zeste-white 3|zestewhite-3	1-1 cM	X	NC_004354.4	2633952	2679553	plus	27
13037	Danaus plexippus	116770987	0	live	LOC116770987	shaggy	glycogen synthase kinase-3 beta	glycogen synthase kinase-3 beta		7	NC_083541.1	4197014	4221018	minus	14
29058	Helicoverpa armigera	110384573	0	live	LOC110384573	B5X24_HaOG203259, GSK-3beta, HaOG203259, shaggy	glycogen synthase kinase-3 beta	glycogen synthase kinase-3 beta		16	NC_087135.1	5489776	5513764	plus	14
7227	Drosophila melanogaster	31151	0	live	arm	Dmel_CG11579, ARM, Arm, Armadillo, CG11579, Dm Arm, Dmel\CG11579, EG:86E4.6, beta-Cat, beta-Catenin, beta-cat, beta-cat-arm, beta-catenin, betaCatenin, betacat, bgr;-Cat, dmCTNNB1, l(1)2Bv, l(1)G0192, l(1)G0234, l(1)G0410, l(1)arm, t12687 ALR Dm	armadillo	armadillo|Armadillo(Arm)/beta-catenin|Armadillo/beta-catenin|Armadillo/bgr;-catenin|Beta-catenin/Arm|CG11579-PA|CG11579-PB|CG11579-PC|CG11579-PD|CG11579-PE|CG11579-PF|alpha-Catenin|amardillo|arm-PA|arm-PB|arm-PC|arm-PD|arm-PE|arm-PF|b-catenin|beta-Catenin|beta-catenin/Armadillo|betaCatenin|bgr;-catenin|catenin	1-0.2 cM	X	NC_004354.4	1891401	1900646	minus	9
7217	Drosophila ananassae	6504901	0	live	LOC6504901	Dana_GF22237, GF22237, GF22237-PB, GF22237-PC, sgg	protein kinase shaggy	cyclin-dependent kinase 11B|protein kinase shaggy|serine/threonine-protein kinase PITSLRE|Dana\GF22237|Dana\GF22237-PB|Dana\GF22237-PC|dana_GLEANR_6213		XL	NC_057931.1	11115784	11165473	plus	17
7237	Drosophila pseudoobscura	6902166	0	live	LOC6902166		protein kinase shaggy	cyclin-dependent kinase 11.1|protein kinase shaggy		X	NC_046683.1	4489843	4543715	plus	21
7220	Drosophila erecta	6555519	0	live	LOC6555519	Dere_GG12945, GG12945, GG12945-PA, GG12945-PB, GG12945-PC, GG12945-PD	protein kinase shaggy	protein kinase shaggy|uncharacterized protein LOC6555519|Dere\GG12945|Dere\GG12945-PA|Dere\GG12945-PB|Dere\GG12945-PC|Dere\GG12945-PD|dere_GLEANR_12988		Un	NW_020825209.1	1019994	1065281	plus	18
7245	Drosophila yakuba	6524383	0	live	LOC6524383	Dyak_GE16268, GE16268, GE16268-PB	protein kinase shaggy	GATA zinc finger domain-containing protein 8|protein kinase shaggy|uncharacterized protein LOC6524383|Dyak\GE16268|Dyak\GE16268-PB|dyak_GLEANR_17706		X	NC_052526.2	5893637	5939828	minus	19
263140	Sitodiplosis mosellana	129568372	0	live	LOC129568372		protein kinase shaggy	glycogen synthase kinase-3 beta|protein kinase shaggy		Un	NW_022595244.1	21437112	21464090	plus	16
7241	Drosophila subobscura	117903571	0	live	LOC117903571		protein kinase shaggy	protein kinase shaggy|uncharacterized protein LOC117903571		A	NC_048530.1	8501802	8567621	plus	19
7266	Drosophila guanche	117588726	0	live	LOC117588726	DGUA_6G008505	protein kinase shaggy	probable serine/threonine-protein kinase mps1|protein kinase shaggy|Hypothetical predicted protein		Un	NW_022995753.1	998847	1064021	plus	17
7229	Drosophila miranda	108156039	0	live	LOC108156039		protein kinase shaggy	cyclin-dependent kinase 11.1|protein kinase shaggy		XL	NC_046673.1	9442698	9496002	plus	20
125945	Drosophila biarmipes	108024154	0	live	LOC108024154		protein kinase shaggy	cyclin-dependent kinase 11B|protein kinase shaggy		X	NC_066611.1	26661048	26710280	minus	18
7463	Apis florea	100869088	0	live	LOC100869088		protein kinase shaggy	glycogen synthase kinase-3 beta|protein kinase shaggy		Un	NW_003789385.1	302846	350465	plus	15
7260	Drosophila willistoni	6648991	0	live	LOC6648991	Dwil_GK25068, GK25068, GK25068-PB	protein kinase shaggy	protein kinase shaggy|uncharacterized protein LOC6648991|Dwil\GK25068|Dwil\GK25068-PB|dwil_GLEANR_9236		XL	NW_025814052.1	6492769	6540820	minus	16
7282	Drosophila obscura	111072462	0	live	LOC111072462		protein kinase shaggy	protein kinase shaggy		Un	NW_024542752.1	1683408	1743099	plus	17
7230	Drosophila mojavensis	6586184	0	live	LOC6586184	Dmoj_GI14403, GI14403, GI14403-PB, GI14403-PC, GI14403-PD, GI14403-PE, GI14403-PF, GI14403-PG, GI14403-PH, sgg	protein kinase shaggy	probable serine/threonine-protein kinase dyrk1|protein kinase shaggy|uncharacterized protein LOC6586184|Dmoj\GI14403|Dmoj\GI14403-PB|Dmoj\GI14403-PC|Dmoj\GI14403-PD|Dmoj\GI14403-PE|Dmoj\GI14403-PF|Dmoj\GI14403-PG|Dmoj\GI14403-PH|dmoj_GLEANR_14920		Un	NW_025318667.1	29919996	29974134	plus	15
