tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
7227	Drosophila melanogaster	38872	0	live	Clk	Dmel_CG7391, CG7391, CLK, CLOCK, Dmel\CG7391, Jerk, Jrk, PAS1, bHLHe10, clk, clock, dCLK, dCLK/JRK, dCLOCK, dClck, dClk, dClock, dclk, jrk	Clock	clock|CG7391-PA|CG7391-PD|CG7391-PF|CG7391-PG|CG7391-PH|CLOCK|Clk-PA|Clk-PD|Clk-PF|Clk-PG|Clk-PH|dClock	3-21 cM	3L	NT_037436.4	7763233	7775603	minus	9
7200	Lutzomyia longipalpis	129793022	0	live	LOC129793022	Clk, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput|putative aryl-hydrocarbon receptor nuclear translocator		3	NC_074709.1	25970002	26039849	plus	11
13037	Danaus plexippus	116777439	0	live	LOC116777439	clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		Z	NC_083559.1	3278866	3291659	minus	13
13686	Solenopsis invicta	105208035	0	live	LOC105208035	SINV_15710, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		1	NC_052664.1	11837581	11848591	plus	12
133901	Frankliniella occidentalis	127748805	0	live	LOC127748805	FOCC_FOCC002430, clock	circadian locomoter output cycles protein kaput-like	circadian locomoter output cycles protein kaput-like		Un	NW_026267144.1	2809371	2812093	plus	10
29058	Helicoverpa armigera	110378229	0	live	LOC110378229	B5X24_HaOG205363, HaOG205363, HaOG216091, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		1	NC_087120.1	9590134	9618875	plus	14
7213	Ceratitis capitata	101449499	0	live	LOC101449499	Clock	protein similar	protein similar|Circadian locomoter output cycles protein kaput|clock circadian regulator		Un	NW_019376340.1	45909	60241	plus	2
7539	Leptinotarsa decemlineata	111507915	0	live	LOC111507915	clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		Un	NW_019290518.1	149986	154128	minus	4
133901	Frankliniella occidentalis	113214208	0	live	LOC113214208	FOCC_FOCC002429, clock	circadian locomoter output cycles protein kaput-like	circadian locomoter output cycles protein kaput-like		Un	NW_026267144.1	2803711	2807083	plus	7
139047	Anopheles bellator	131216127	0	live	LOC131216127	clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		1	NC_071285.1	36572527	36584556	plus	7
68878	Anopheles cruzii	128267501	0	live	LOC128267501	Clk, Clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		2	NC_069144.1	49012792	49016966	minus	6
217634	Anoplophora glabripennis	108910082	0	live	LOC108910082	CLOCK	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		Un	NW_019416566.1	56764	123103	plus	11
28588	Zeugodacus cucurbitae	105221007	0	live	LOC105221007	clk, clock	circadian locomoter output cycles protein kaput	circadian locomoter output cycles protein kaput		4	NC_071669.1	46971374	47011587	minus	10
