tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
7227	Drosophila melanogaster	41615	0	live	timeout	Dmel_CG7855, CG14381, CG14382, CG7855, CG8148, Dmel\CG7855, TIM2, Tim-2, dtim2, tim, tim2	timeout	timeout|CG7855-PA|timeless 2|timeless2|timeout-PA	3-53 cM	3R	NT_033777.3	13088651	13163876	plus	18
7070	Tribolium castaneum	659838	0	live	LOC659838	TcasGA2_TC000593, tim2, timeout	protein timeless homolog	protein timeless homolog|GLEAN_00593		LG2	NC_007417.3	9239533	9272282	minus	19
30019	Drosophila busckii	108601566	0	live	LOC108601566	timeout	protein timeless homolog	protein timeless homolog		3R	NC_046607.1	7177780	7186660	plus	9
30019	Drosophila busckii	108601565	0	live	LOC108601565	timeout	protein timeless homolog	protein timeless homolog		3R	NC_046607.1	7120150	7142053	plus	10
454923	Diachasma alloeum	107037605	0	live	LOC107037605	TIM2, timeout	protein timeless homolog	protein timeless homolog		Un	NW_021680401.1	1535373	1775056	minus	26
7460	Apis mellifera	550811	0	live	LOC550811	GB41002, Tim2	protein timeless homolog	protein timeless homolog|timeout		LG4	NC_037641.1	9333383	9513878	minus	28
7425	Nasonia vitripennis	100121375	0	live	LOC100121375	Tim2	protein timeless homolog	protein timeless homolog|timeout		3	NC_045759.1	20565568	20661347	plus	30
7176	Culex quinquefasciatus	6031420	0	live	LOC6031420		protein timeless homolog	protein timeless homolog|timeout/timeless-2		1	NC_051861.1	72242649	72401093	plus	15
7227	Drosophila melanogaster	39075	0	live	Hsp26	Dmel_CG4183, 26, 26K, CG4183, DmHsp26, Dmel23.0, Dmel\CG4183, HSP26, Hsp 26, hsp 26, hsp26, small hsp locus 67B	Heat shock protein 26	heat shock protein 26|CG4183-PA|CG4183-PB|Hsp 26|Hsp26-PA|Hsp26-PB|heat shock protein hsp26|hsp26|protein 26	3-29 cM	3L	NT_037436.4	9376418	9377427	minus	1
7227	Drosophila melanogaster	32608	0	live	mei-41	Dmel_CG4252, 4252, ATR, CG4252, DmATR, Dmel\CG4252, Dmmei41, MEI41, MEI41/FRP1, Mei-41, Mei-41/DATR, Mei41, atr, dATR, fs(1)M37, mei-195, mei41, meiP41, mus(1)103, mus(1)104, mus-103, mus-104, mus103, mus104	meiotic 41	meiotic 41|ATM-RAD3 related|CG4252-PA|ataxia telangiectasia and Rad3 related|drosophila ATR|mei-41-PA|meiotic-41	1-53 cM	X	NC_004354.4	16391698	16399850	plus	5
7227	Drosophila melanogaster	38605	0	live	shep	Dmel_CG32423, BcDNA:LD40028, BcDNA:RH63980, CG10647, CG10649, CG10668, CG32423, Dmel\CG32423, Shep, alan, alan-shepard, anon-EST:Posey83, anon-WO0118547.198, anon-WO0172774.41, cg10668	alan shepard	alan shepard|CG32423-PA|CG32423-PB|CG32423-PD|CG32423-PE|CG32423-PF|CG32423-PG|CG32423-PH|CG32423-PI|shep-PA|shep-PB|shep-PD|shep-PE|shep-PF|shep-PG|shep-PH|shep-PI	3-13 cM	3L	NT_037436.4	5155821	5277944	minus	18
